"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS","LOW 
ENRL","
CLOSED"
201510,HM,1,COM,CAS,340,21448,IS Intercultural Comm,,,,TBD,TBD,I,Jessica Rousselow-Winquist,3,3,2,0,YES,YES
201510,HM,1,COM,CAS,393,21414,Practicum,,,,TBD,TBD,P,Linda Manganello,3,3,1,0,YES,YES
201510,HM,1,COM,CAT,340 (1 hr),21438,IS Applications in Dramaturgy,,,,TBD,TBD,I,Tracy Manning,1,1,2,0,YES,YES
201520,HM,1,COM,CAC,225,34935,CA Sem II: Dimensions Comm,900,950,MW,RUPP,104,A,Jessica Rousselow-Winquist,2,2,30,27,YES,
201520,HM,1,COM,CAC,326,32081,Aesthetics,800,920,T,RUPP,104,A,Tracy Manning,2,2,30,14,,
201520,HM,1,COM,CAC,450,35866,Directed Research,,,,TBD,TBD,R,Jessica Rousselow-Winquist,1,1,40,30,,
201520,HM,1,COM,CAS,110,32847,Public Speaking,1230,1350,TR,RUPP,205,A,Jeanne Sigworth,3,3,24,0,,YES
201520,HM,1,COM,CAS,110,34443,Public Speaking,1530,1640,TR,RUPP,205,A,Jeanne Sigworth,3,3,24,0,,YES
201520,HM,1,COM,CAS,110,34910,Public Speaking,1700,1930,T,RUPP,205,A,Jeanne Sigworth,3,3,24,-1,,YES
201520,HM,1,COM,CAS,110,35989,Public Speaking,,,,TBD,TBD,4,COM Adjunct,3,3,99,99,YES,
201520,HM,1,COM,CAS,110,36036,Public Speaking,800,850,MWF,RUPP,203,A,Dale Keller,3,3,24,0,,YES
201520,HM,1,COM,CAS,110,36037,Public Speaking,900,950,MWF,RUPP,203,A,Dale Keller,3,3,24,1,,
201520,HM,1,COM,CAS,110,36039,Public Speaking,1100,1150,MWF,RUPP,203,A,Jeanne Sigworth,3,3,18,-1,,YES
201520,HM,1,COM,CAS,120,34778,Interpersonal Communication,1100,1150,MWF,RUPP,104,A,Linda Manganello,3,3,24,0,,YES
201520,HM,1,COM,CAS,120,35946,Interpersonal Communication,,,,TBD,TBD,5,COM Adjunct,3,3,99,98,YES,
201520,HM,1,COM,CAS,120,36073,Interpersonal Communication,1100,1220,TR,RUPP,205,A,COM Adjunct,3,3,24,0,,YES
201520,HM,1,COM,CAS,120,36305,Interpersonal Communication,800,920,TR,RUPP,205,A,COM Adjunct,3,3,24,4,,
201520,HM,1,COM,CAS,331,36074,Team-based Communication-SP,1530,1650,TR,RUPP,104,A,Dale Keller,3,3,25,3,,
201520,HM,1,COM,CAS,340,35692,Intercultural Communications,,,,TBD,TBD,4,COM Adjunct,3,3,10,5,YES,
201520,HM,1,COM,CAS,345,34626,Gender Communication,1300,1350,MWF,RUPP,203,A,Linda Manganello,3,3,24,0,,YES
201520,HM,1,COM,CAS,355,35754,Gender Reconciliation,1400,1450,MWF,RUPP,203,G,Jessica Rousselow-Winquist,3,3,20,9,,
201520,HM,1,COM,CAS,372,36075,Persuasion and Influence-SP,1400,1520,TR,RUPP,104,A,Dale Keller,3,3,20,5,,
201520,HM,1,COM,CAS,382,35865,Family Communication,1230,1345,TR,RUPP,101,A,Linda Manganello,3,3,20,8,,
201520,HM,1,COM,CAT,230,36078,Theatre Hist II: Rena to Postm,1200,1250,MWF,RUPP,104,A,Tracy Manning,3,3,15,-1,,YES
201520,HM,1,COM,CAT,240,36041,Acting: Methods and Theories,900,950,MWF,RUPP,101,G,Tracy Manning,3,3,20,4,,
201520,HM,1,COM,CAT,270,36076,Dance Tech for Actors I:Ballet,930,1045,TR,KSAC,111,A,COM Adjunct,3,3,15,4,,
201520,HM,1,COM,CAT,340 (1 hr),36304,IS Applications in Dramaturgy,,,,TBD,TBD,I,Tracy Manning,1,1,2,0,YES,YES
201520,HM,1,COM,CAT,370,36077,Dance Tech for Actors I:Ballet,930,1045,TR,KSAC,111,A,COM Adjunct,3,3,15,10,YES,
201520,HM,1,COM,CAT,402,36418,IS Contemp American Theatre,,,,TBD,TBD,I,Jessica Rousselow-Winquist,3,3,1,0,YES,YES
201520,HM,1,COM,CAT,433,35379,Directing II: Application,1230,1350,T,TBD,TBD,T,Tracy Manning,1,1,5,1,YES,
