"
TERM","
SCHOOL","
PTRM","
DEPT","
SUBJ","
NUMB","
CRN","
COURSE TITLE","BEG 
TIME","END 
TIME","MEET
DAYS","
BUILDING","
ROOM","
SCHD","
INSTRUCTOR","CRED
HRS",LOAD,"
CAP","AVAIL
SEATS",,
201420,NS,1,CHB,CHE,212L,30548,College Chemistry II Lab,1100,1350,R,EULER,315,B,Patricia Stan,0,0,18,18,YES,
201420,NS,1,CHB,CHE,212L,34879,College Chemistry II Lab,1200,1450,R,EULER,316,B,Patricia Stan,0,0,18,18,YES,
201420,NS,1,CHB,CHE,212L,35608,College Chemistry II Lab,1400,1650,R,,,B,Patricia Stan,0,0,18,18,YES,
201420,NS,1,CHB,CHE,270H,35500,"Food,Farms and the Future-HON",1500,1550,MW,EULER,341A,A,LeRoy Kroll,3,3,15,15,YES,
201420,NS,1,CHB,CHE,270H,35585,"Food, Farms, & the Future Lab",1400,1550,R,EULER,341A,B,LeRoy Kroll,0,0,15,15,YES,
201420,NS,1,CHB,CHE,302,35696,Analytical Chemistry II,1300,1350,MWF,,,A,Daniel King,4,4,20,20,YES,
201420,NS,1,CHB,CHE,302L,35763,Analytical Chemistry II Lab,1600,1650,M,,,B,TBD TBDChem,0,0,0,0,YES,
201420,NS,1,CHB,CHE,312,30102,Organic Chemistry II-SP,1200,1250,MWF,EULER,130,A,LeRoy Kroll,4,4,32,32,YES,
201420,NS,1,CHB,CHE,312L,30103,Organic Chemistry II Lab,1400,1650,T,EULER,344,B,LeRoy Kroll,0,0,16,16,YES,
201420,NS,1,CHB,CHE,312L,30104,Organic Chemistry II Lab,700,950,R,EULER,344,B,LeRoy Kroll,0,0,16,16,YES,
201420,NS,1,CHB,CHE,412,34966,Biochemistry II,1100,1150,MWF,NS,301,A,Daniel Hammond,3,3,15,15,YES,
201420,NS,1,CHB,CHE,420,34873,Chemistry Thesis-SP,1600,1650,M,,,G,Daniel King,1,1,15,15,YES,
