"
Term","
School","Part
Time","
Dept","
Subj","
Numb","
CRN","
Course Title","Begin
Time","End 
Time","
Days","
Bldg","
Room","
Schd","
Instructor",CRED HRS,LOAD,"
Cap","Avail
Seats","Low 
Enrl","
Closed"
201390,SS,1,PSY,PSY,400,15409,Theories of Personality,1100,1150,MWF,READE,234,A,Diane Dungan,3,3,30,16,,
201390,SS,1,PSY,PSY,450,16131,Directed Research,,,,,,R,Stephen Snyder,1,1,2,0,YES,YES
201390,SS,1,PSY,PSY,450,16269,Directed Research,,,,,,R,Mark Cosgrove,2,2,1,0,YES,YES
201390,SS,1,PSY,PSY,450,16270,Directed Research,,,,,,R,Stephen Snyder,2,2,1,0,YES,YES
201390,SS,1,PSY,PSY,461,10377,Fund of Counseling-SP,1300,1350,MWF,READE,218,A,Diane Dungan,3,3,25,11,,
201410,SS,1,PSY,PSY,170,21292,Grief/Bereave:Dealing w/Loss,930,1250,TR,AYRES,112,A,Laura Edwards,2,2,16,-1,,YES
201410,SS,1,PSY,PSY,200,21338,Introduction to Psychology,1300,1500,MTWRF,AYRES,215,A,Shawnda Freer,3,3,50,15,,
201410,SS,1,PSY,PSY,370,21356,"IS Peace, Reconcil & Jus",,,,,,I,Scott Moeschberger,1,1,1,0,YES,YES
201410,SS,1,PSY,PSY,450,21324,Directed Research,,,,,,R,Stephen Snyder,1,1,1,0,YES,YES
201410,SS,1,PSY,PSY,450,21348,Directed Research,,,,,,R,Mark Cosgrove,1,1,1,0,YES,YES
201410,SS,1,PSY,PSY,480,20042,Seminar,900,1000,MWF,EULER,130,S,Diane Dungan,3,3,0,0,,
201410,SS,1,PSY,PSY,480,20042,Seminar,900,1200,TR,EULER,130,S,Diane Dungan,0,0,0,0,,
201410,SS,1,PSY,PSY,480,20042,Seminar,1100,1200,MWF,EULER,130,S,Diane Dungan,0,0,0,0,,
201410,SS,1,PSY,PSY,480,20042,Seminar,1300,1500,MTWRF,EULER,130,S,Diane Dungan,0,0,40,9,,
201420,SS,1,PSY,PSY,110,30933,Foundations of Psychology,1100,1150,MWF,AYRES,215,A,Laura Edwards,3,3,64,0,,YES
201420,SS,1,PSY,PSY,125,32552,Intrapersonal Psychology,1300,1350,MW,AYRES,212,A,Laura Edwards,2,2,16,-2,,YES
201420,SS,1,PSY,PSY,125,34617,Intrapersonal Psychology,1400,1450,MW,AYRES,212,A,Laura Edwards,2,2,16,-1,,YES
201420,SS,1,PSY,PSY,125,35622,Intrapersonal Psychology,1500,1550,MW,AYRES,212,A,Laura Edwards,2,2,16,2,,
201420,SS,1,PSY,PSY,200,30429,Introduction to Psychology,1230,1345,TR,RUPP,104,A,Shawnda Freer,3,3,40,0,,YES
201420,SS,1,PSY,PSY,200LF,35547,Intro to Psych w/ Lit & Film,1400,1450,MWF,RUPP,104,A,Mark Cosgrove,3,3,20,-3,,YES
201420,SS,1,PSY,PSY,210,30430,Ethics in Psychology,1000,1150,T,AYRES,215,A,Scott Moeschberger,2,2,25,-5,,YES
201420,SS,1,PSY,PSY,240,32687,Child Psychology,1800,2050,T,AYRES,215,A,Scott Edwards,3,3,30,-2,,YES
201420,SS,1,PSY,PSY,250,30432,Life Span Development,1100,1150,MWF,READE,218,A,Joe Lund,3,3,28,1,,
201420,SS,1,PSY,PSY,250,32868,Life Span Development,1200,1250,MWF,READE,218,A,Joe Lund,3,3,28,10,,
201420,SS,1,PSY,PSY,260,35307,Applied Psychology,1200,1250,MWF,READE,221,A,Diane Dungan,3,3,30,7,,
201420,SS,1,PSY,PSY,272,32869,Research in Psychology,1300,1350,MWF,AYRES,214,A,Scott Moeschberger,3,3,20,0,,YES
201420,SS,1,PSY,PSY,300,32936,Abnormal Psychology,800,850,MTWF,READE,212,A,Stephen Snyder,4,4,25,-2,,YES
201420,SS,1,PSY,PSY,310,30434,Integrat Psy & Christianity,900,950,MWF,READE,212,A,Mark Cosgrove,3,3,30,13,,
201420,SS,1,PSY,PSY,310,36052,IS Integ of Psy & Christianity,,,,,,I,Mark Cosgrove,3,3,1,0,YES,YES
201420,SS,1,PSY,PSY,321,30435,Social Psychology-SP,900,950,MWF,READE,218,A,Joe Lund,3,3,30,10,,
201420,SS,1,PSY,PSY,331,32770,Biblical Psychology,1230,1350,TR,AYRES,214,A,Mark Cosgrove,3,3,30,18,,
201420,SS,1,PSY,PSY,340,30439,Adolescent Psychology,900,950,MWF,READE,234,A,Laura Edwards,3,3,30,2,,
201420,SS,1,PSY,PSY,357,35853,"Peace,Reconciliation & Justice",1400,1450,MWF,READE,118,A,Scott Moeschberger,3,3,25,1,,
201420,SS,1,PSY,PSY,360,35967,IS Sports Psychology,,,,,,I,Joe Lund,1,1,1,0,YES,YES
201420,SS,1,PSY,PSY,360,36013,Independent Study,,,,,,I,Mark Cosgrove,1,1,1,0,YES,YES
201420,SS,1,PSY,PSY,360,36044,IS Effective College Teaching,,,,,,I,Stephen Snyder,1,1,1,0,YES,YES
201420,SS,1,PSY,PSY,370,35797,Neuroscience and the Soul,1300,1350,MWF,ZON,203,A,Mark Cosgrove,3,3,12,1,,
201420,SS,1,PSY,PSY,390,32937,Christian Marriage,1400,1450,MWF,READE,218,A,Stephen Snyder,3,3,25,-1,,YES
201420,SS,1,PSY,PSY,393,35795,Practicum,,,,,,P,Diane Dungan,3,3,10,0,,YES
201420,SS,1,PSY,PSY,395,35317,Health Psychology,1230,1345,TR,EULER,63,A,Diane Dungan,3,3,25,9,,
201420,SS,1,PSY,PSY,400,32029,Theories of Personality,1100,1150,MWF,RUPP,104,A,Diane Dungan,3,3,30,16,,
201420,SS,1,PSY,PSY,410,35796,Motivation-SP,1200,1250,MWF,READE,234,A,Stephen Snyder,3,3,25,0,,YES
201420,SS,1,PSY,PSY,422,36053,IS Psychological Testing,,,,,,I,Diane Dungan,3,3,1,0,YES,YES
201420,SS,1,PSY,PSY,435,35861,Applied Adv Psy Statistics,930,1040,T,EULER,108,C,Stephen Snyder,3,3,0,0,,
201420,SS,1,PSY,PSY,435,35861,Applied Adv Psy Statistics,1400,1450,TR,EULER,108,C,Stephen Snyder,0,0,25,18,,
201420,SS,1,PSY,PSY,450,36043,Directed Research,,,,,,R,Stephen Snyder,1,1,2,0,YES,YES
201490,SS,1,PSY,PSY,100,16480,Introduction to Psychology,1230,1345,TR,READE,240,A,Shawnda Freer,3,3,40,6,,
201490,SS,1,PSY,PSY,100LF,16481,Intro to Psych (w/Lit & Film),1400,1450,MWF,RUPP,104,A,Mark Cosgrove,3,3,25,1,,
201490,SS,1,PSY,PSY,100,16496,Introduction to Psychology,1100,1150,MWF,AYRES,215,A,Vance Maloney,3,3,64,2,,
201490,SS,1,PSY,PSY,100,16526,Introduction to Psychology,1100,1150,MWF,EULER,63,A,Laura Edwards,3,3,24,7,,
201490,SS,1,PSY,PSY,125,10361,Intrapersonal Psychology,1500,1550,MW,AYRES,212,A,Vance Maloney,2,2,18,2,,
201490,SS,1,PSY,PSY,125,14759,Intrapersonal Psychology,1400,1450,MW,AYRES,212,A,Vance Maloney,2,2,18,0,,YES
201490,SS,1,PSY,PSY,210,13046,Ethics in Psychology,1000,1150,T,READE,221,A,Scott Moeschberger,2,2,25,1,,
201490,SS,1,PSY,PSY,220,16350,Sport Psychology,1230,1345,TR,RUPP,104,A,Joe Lund,3,3,25,3,,
201490,SS,1,PSY,PSY,240,16120,Child Psychology,1800,2050,R,AYRES,215,A,Scott Edwards,3,3,50,19,,
201490,SS,1,PSY,PSY,250,10368,Life Span Development,800,915,TR,READE,212,A,Joe Lund,3,3,30,2,,
201490,SS,1,PSY,PSY,250,10369,Life Span Development,1400,1515,TR,READE,240,A,Joe Lund,3,3,30,8,,
201490,SS,1,PSY,PSY,251,16287,"LSD:Adolescent,Adulthood,Aging",800,915,TR,READE,212,A,Joe Lund,1,1,5,5,YES,
201490,SS,1,PSY,PSY,251,16288,"LSD:Adolescent,Adulthood,Aging",1400,1515,TR,READE,234,A,Joe Lund,1,1,5,4,YES,
201490,SS,1,PSY,PSY,260,15613,Applied Psychology,1200,1250,MWF,READE,241,A,Diane Dungan,3,3,25,4,,
201490,SS,1,PSY,PSY,272,10370,Research in Psychology,1300,1350,MWF,READE,212,A,Scott Moeschberger,3,3,20,3,,
201490,SS,1,PSY,PSY,300,10371,Abnormal Psychology,800,850,MTWF,READE,218,A,Stephen Snyder,4,4,25,0,,YES
201490,SS,1,PSY,PSY,310,12583,Integ of Psy & Christianity,900,950,MWF,READE,128,A,Mark Cosgrove,3,3,25,0,,YES
201490,SS,1,PSY,PSY,321,10372,Social Psychology-SP,930,1045,TR,READE,212,A,Joe Lund,3,3,25,6,,
201490,SS,1,PSY,PSY,330,13687,Appl Psychological Statistics,1200,1250,MWF,READE,128,A,Stephen Snyder,3,3,25,-2,,YES
201490,SS,1,PSY,PSY,340,16616,Adolescent Psychology,,,,,,I,PSY TBA,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,345,15971,Research Lab-SL,,,,,,B,Stephen Snyder,3,3,10,1,,
201490,SS,1,PSY,PSY,350,16119,Child & Adolescent Psychology,1300,1350,MWF,EULER,63,A,Laura Edwards,3,3,30,12,,
201490,SS,1,PSY,PSY,357,16380,"Peace, Reconcil and Justice",1300,1600,R,READE,143,A,Scott Moeschberger,3,3,25,6,,
201490,SS,1,PSY,PSY,360,16594,Motivation in the Classroom,,,,,,I,Stephen Snyder,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,370,16476,IS Issues in Sub Abuse,,,,,,I,Diane Dungan,3,3,1,0,YES,YES
201490,SS,1,PSY,PSY,370,16570,Research,,,,,,A,Mark Cosgrove,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,390,10375,Christian Marriage,1400,1450,MWF,READE,218,A,Stephen Snyder,3,3,25,0,,YES
201490,SS,1,PSY,PSY,393,16499,Practicum,,,,,,P,Diane Dungan,3,3,11,0,,YES
201490,SS,1,PSY,PSY,393,16583,Practicum,,,,,,P,Vance Maloney,3,3,1,0,YES,YES
201490,SS,1,PSY,PSY,400,15409,Theories of Personality,1100,1150,MWF,READE,234,A,Diane Dungan,3,3,30,5,,
201490,SS,1,PSY,PSY,441,16351,Physiological Psychology,1300,1350,MWF,READE,218,A,Mark Cosgrove,3,3,30,16,,
201490,SS,1,PSY,PSY,450,16472,Directed Research,,,,,,R,Mark Cosgrove,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,450,16473,Directed Research,,,,,,R,Diane Dungan,1,1,2,0,YES,YES
201490,SS,1,PSY,PSY,450,16475,Directed Research,,,,,,R,Scott Moeschberger,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,450,16502,Directed Research,,,,,,R,Stephen Snyder,1,1,4,0,YES,YES
201490,SS,1,PSY,PSY,450,16592,Directed Research,,,,,,R,Vance Maloney,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,450,16606,Directed Research,,,,,,R,Scott Moeschberger,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,450,16614,Directed Research,,,,,,R,Scott Moeschberger,1,1,1,0,YES,YES
201490,SS,1,PSY,PSY,461,16352,Fundamentals of Counseling-SP,900,950,MWF,SHM,151,A,Vance Maloney,3,3,25,0,,YES
201510,SS,1,PSY,PSY,170,21292,Grief/Bereave:Dealing w/Loss,930,1250,TR,AYRES,112,A,Laura Edwards,2,2,16,16,YES,
201510,SS,1,PSY,PSY,200,21338,Introduction to Psychology,1300,1500,MTWRF,AYRES,215,A,Shawnda Freer,3,3,50,50,YES,
201510,SS,1,PSY,PSY,480,20042,Seminar,900,1000,MWF,EULER,130,S,PSY TBA,3,3,0,0,YES,
201510,SS,1,PSY,PSY,480,20042,Seminar,900,1200,TR,EULER,130,S,PSY TBA,0,0,0,0,YES,
201510,SS,1,PSY,PSY,480,20042,Seminar,1100,1200,MWF,EULER,130,S,PSY TBA,0,0,0,0,YES,
201510,SS,1,PSY,PSY,480,20042,Seminar,1300,1500,MTWRF,EULER,130,S,PSY TBA,0,0,40,40,YES,
201520,SS,1,PSY,PSY,100,36187,Introduction to Psychology,1230,1345,TR,,,A,Shawnda Freer,3,3,40,40,YES,
201520,SS,1,PSY,PSY,100LF,36188,Intro to Psych (w/Lit & Film),1400,1450,MWF,RUPP,104,A,Mark Cosgrove,3,3,20,20,YES,
201520,SS,1,PSY,PSY,110,30933,Found & Applications of Psy,1100,1150,MWF,AYRES,215,A,Laura Edwards,3,3,64,64,YES,
201520,SS,1,PSY,PSY,125,32552,Intrapersonal Psychology,1300,1350,MW,AYRES,212,A,Laura Edwards,2,2,16,16,YES,
201520,SS,1,PSY,PSY,125,34617,Intrapersonal Psychology,1400,1450,MW,AYRES,212,A,Laura Edwards,2,2,16,16,YES,
201520,SS,1,PSY,PSY,125,35622,Intrapersonal Psychology,1500,1550,MW,AYRES,214,A,Laura Edwards,2,2,16,16,YES,
201520,SS,1,PSY,PSY,210,30430,Ethics in Psychology,1000,1150,T,MMVA,205,A,Scott Moeschberger,2,2,25,25,YES,
201520,SS,1,PSY,PSY,240,32687,Child Psychology,1800,2050,T,OG,205,A,Scott Edwards,3,3,30,30,YES,
201520,SS,1,PSY,PSY,250,30432,Life Span Development,1100,1150,MWF,READE,218,A,Joe Lund,3,3,28,28,YES,
201520,SS,1,PSY,PSY,250,32868,Life Span Development,1200,1250,MWF,READE,218,A,Joe Lund,3,3,28,28,YES,
201520,SS,1,PSY,PSY,260,35307,Applied Psychology,1200,1250,MWF,READE,221,A,Diane Dungan,3,3,30,30,YES,
201520,SS,1,PSY,PSY,272,32869,Research in Psychology,1300,1350,MWF,AYRES,214,A,Scott Moeschberger,3,3,20,20,YES,
201520,SS,1,PSY,PSY,300,32936,Abnormal Psychology,800,850,MTWF,READE,212,A,Stephen Snyder,4,4,25,25,YES,
201520,SS,1,PSY,PSY,310,30434,Integrat Psy & Christianity,900,950,MWF,READE,212,A,Mark Cosgrove,3,3,30,30,YES,
201520,SS,1,PSY,PSY,321,30435,Social Psychology-SP,900,950,MWF,READE,218,A,Joe Lund,3,3,30,30,YES,
201520,SS,1,PSY,PSY,331,32770,Biblical Psychology,1230,1350,TR,READE,118,A,Mark Cosgrove,3,3,30,30,YES,
201520,SS,1,PSY,PSY,340,30439,Adolescent Psychology-SL,900,950,MWF,READE,234,A,Laura Edwards,3,3,30,30,YES,
201520,SS,1,PSY,PSY,357,35853,"Peace,Reconciliation & Justice",1400,1450,MWF,,,A,Scott Moeschberger,3,3,25,25,YES,
201520,SS,1,PSY,PSY,370,35797,Neuroscience and the Soul,1300,1350,MWF,ZON,203,A,Mark Cosgrove,3,3,12,12,YES,
201520,SS,1,PSY,PSY,390,32937,Christian Marriage,1400,1450,MWF,READE,218,A,Stephen Snyder,3,3,25,25,YES,
201520,SS,1,PSY,PSY,393,35795,Practicum,,,,,,P,Diane Dungan,3,3,10,10,YES,
201520,SS,1,PSY,PSY,393,35887,Practicum,,,,,,P,Diane Dungan,3,3,1,1,YES,
201520,SS,1,PSY,PSY,393,35919,Practicum,,,,,,P,Diane Dungan,3,3,2,2,YES,
201520,SS,1,PSY,PSY,395,35317,Health Psychology,1230,1345,TR,ZON,203,A,Diane Dungan,3,3,25,25,YES,
201520,SS,1,PSY,PSY,400,32029,Theories of Personality,1100,1150,MWF,RUPP,104,A,Diane Dungan,3,3,30,30,YES,
201520,SS,1,PSY,PSY,420,36082,Cognition,1200,1250,MWF,,,A,Stephen Snyder,3,3,25,25,YES,
201520,SS,1,PSY,PSY,435,35861,Applied Adv Psy Statistics,930,1040,T,RUPP,205,C,Stephen Snyder,3,3,0,0,YES,
201520,SS,1,PSY,PSY,435,35861,Applied Adv Psy Statistics,1400,1450,TR,RUPP,205,C,Stephen Snyder,0,0,25,25,YES,
